Award_Status,Ceremony_Year,Session,Category,Nominee,Film,Role
Nominee,2019,92,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Irishman,Jimmy Hoffa
Nominee,2019,92,ACTOR IN A SUPPORTING ROLE,Joe Pesci,The Irishman,Russell Bufalino
Winner,2019,92,ACTOR IN A SUPPORTING ROLE,Brad Pitt,Once upon a Time...in Hollywood,Cliff Booth
Nominee,2019,92,ACTRESS IN A LEADING ROLE,Cynthia Erivo,Harriet,Harriet/Minty
Nominee,2019,92,ACTRESS IN A LEADING ROLE,Scarlett Johansson,Marriage Story,Nicole Barber
Nominee,2019,92,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Little Women,Jo March
Nominee,2019,92,ACTRESS IN A LEADING ROLE,Charlize Theron,Bombshell,Megyn Kelly
Winner,2019,92,ACTRESS IN A LEADING ROLE,Renée Zellweger,Judy,Judy Garland
Nominee,2019,92,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Richard Jewell,Bobi Jewell
Winner,2019,92,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,Nora Fanshaw
Nominee,2019,92,ACTRESS IN A SUPPORTING ROLE,Scarlett Johansson,Jojo Rabbit,Rosie
Nominee,2019,92,ACTRESS IN A SUPPORTING ROLE,Florence Pugh,Little Women,Amy March
Nominee,2019,92,ACTRESS IN A SUPPORTING ROLE,Margot Robbie,Bombshell,Kayla Pospisil
Nominee,2019,92,DIRECTING,The Irishman,NA,NA
Nominee,2019,92,DIRECTING,Joker,NA,NA
Nominee,1917,92,DIRECTING,1917,NA,NA
Nominee,1917,92,DIRECTING,Once upon a Time...in Hollywood,NA,NA
Winner,1917,92,DIRECTING,Parasite,NA,NA
Nominee,1917,92,BEST PICTURE,Ford v Ferrari,NA,NA
Nominee,1917,92,BEST PICTURE,The Irishman,NA,NA
Nominee,1917,92,BEST PICTURE,Jojo Rabbit,NA,NA
Nominee,1917,92,BEST PICTURE,Joker,NA,NA
Nominee,1917,92,BEST PICTURE,Little Women,NA,NA
Nominee,1917,92,BEST PICTURE,Marriage Story,NA,NA
Nominee,1917,92,BEST PICTURE,1917,NA,NA
Nominee,1917,92,BEST PICTURE,Once upon a Time...in Hollywood,NA,NA
Winner,1917,92,BEST PICTURE,Parasite,NA,NA
Nominee,2020,93,ACTOR IN A LEADING ROLE,Riz Ahmed,Sound of Metal,Ruben
Nominee,2020,93,ACTOR IN A LEADING ROLE,Chadwick Boseman,Ma Rainey's Black Bottom,Levee
Winner,2020,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,Anthony
Nominee,2020,93,ACTOR IN A LEADING ROLE,Gary Oldman,Mank,Herman Mankiewicz
Nominee,2020,93,ACTOR IN A LEADING ROLE,Steven Yeun,Minari,Jacob
Nominee,2020,93,ACTOR IN A SUPPORTING ROLE,Sacha Baron Cohen,The Trial of the Chicago 7,Abbie Hoffman
Winner,2020,93,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,Judas and the Black Messiah,Fred Hampton
Nominee,2020,93,ACTOR IN A SUPPORTING ROLE,"Leslie Odom, Jr.",One Night in Miami...,Sam Cooke
Nominee,2020,93,ACTOR IN A SUPPORTING ROLE,Paul Raci,Sound of Metal,Joe
Nominee,2020,93,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,Judas and the Black Messiah,Bill O’Neal
Nominee,2020,93,ACTRESS IN A LEADING ROLE,Viola Davis,Ma Rainey's Black Bottom,Ma Rainey
Nominee,2020,93,ACTRESS IN A LEADING ROLE,Andra Day,The United States vs. Billie Holiday,Billie Holiday
Nominee,2020,93,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,Martha
Winner,2020,93,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,Fern
Nominee,2020,93,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,Cassandra
Nominee,2020,93,ACTRESS IN A SUPPORTING ROLE,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Tutar Sagdiyev
Nominee,2020,93,ACTRESS IN A SUPPORTING ROLE,Glenn Close,Hillbilly Elegy,Mamaw
Nominee,2020,93,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,The Father,Anne
Nominee,2020,93,ACTRESS IN A SUPPORTING ROLE,Amanda Seyfried,Mank,Marion Davies
Winner,2020,93,ACTRESS IN A SUPPORTING ROLE,Yuh,Minari,Soonja
Nominee,2020,93,DIRECTING,Another Round,NA,NA
Nominee,2020,93,DIRECTING,Mank,NA,NA
Nominee,2020,93,DIRECTING,Minari,NA,NA
Winner,2020,93,DIRECTING,Nomadland,NA,NA
Nominee,2020,93,DIRECTING,Promising Young Woman,NA,NA
Nominee,2020,93,BEST PICTURE,The Father,NA,NA
Nominee,2020,93,BEST PICTURE,Judas and the Black Messiah,NA,NA
Nominee,2020,93,BEST PICTURE,Mank,NA,NA
Nominee,2020,93,BEST PICTURE,Minari,NA,NA
Winner,2020,93,BEST PICTURE,Nomadland,NA,NA
Nominee,2020,93,BEST PICTURE,Promising Young Woman,NA,NA
Nominee,2020,93,BEST PICTURE,Sound of Metal,NA,NA
Nominee,2020,93,BEST PICTURE,The Trial of the Chicago 7,NA,NA
Nominee,2021,94,ACTOR IN A LEADING ROLE,Javier Bardem,Being the Ricardos,Desi Arnaz
Nominee,2021,94,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Power of the Dog,Phil Burbank
Nominee,2021,94,ACTOR IN A LEADING ROLE,Andrew Garfield,"tick, tick...BOOM!",Jon
Winner,2021,94,ACTOR IN A LEADING ROLE,Will Smith,King Richard,Richard Williams
Nominee,2021,94,ACTOR IN A LEADING ROLE,Denzel Washington,The Tragedy of Macbeth,Macbeth
Nominee,2021,94,ACTOR IN A SUPPORTING ROLE,Ciarán Hinds,Belfast,Pop
Winner,2021,94,ACTOR IN A SUPPORTING ROLE,Troy Kotsur,CODA,Frank Rossi
Nominee,2021,94,ACTOR IN A SUPPORTING ROLE,Jesse Plemons,The Power of the Dog,George Burbank
Nominee,2021,94,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Being the Ricardos,William Frawley
Nominee,2021,94,ACTOR IN A SUPPORTING ROLE,Kodi Smit,The Power of the Dog,Peter Gordon
Winner,2021,94,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,Tammy Faye Bakker
Nominee,2021,94,ACTRESS IN A LEADING ROLE,Olivia Colman,The Lost Daughter,Leda
Nominee,2021,94,ACTRESS IN A LEADING ROLE,Penélope Cruz,Parallel Mothers,Janis
Nominee,2021,94,ACTRESS IN A LEADING ROLE,Nicole Kidman,Being the Ricardos,Lucille Ball
Nominee,2021,94,ACTRESS IN A LEADING ROLE,Kristen Stewart,Spencer,Diana
Nominee,2021,94,ACTRESS IN A SUPPORTING ROLE,Jessie Buckley,The Lost Daughter,Young Leda
Winner,2021,94,ACTRESS IN A SUPPORTING ROLE,Ariana DeBose,West Side Story,Anita
Nominee,2021,94,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Belfast,Granny
Nominee,2021,94,ACTRESS IN A SUPPORTING ROLE,Kirsten Dunst,The Power of the Dog,Rose Gordon
Nominee,2021,94,ACTRESS IN A SUPPORTING ROLE,Aunjanue Ellis,King Richard,Oracene 'Brandy' Williams
Nominee,2021,94,DIRECTING,Belfast,NA,NA
Nominee,2021,94,DIRECTING,Drive My Car,NA,NA
Nominee,2021,94,DIRECTING,Licorice Pizza,NA,NA
Winner,2021,94,DIRECTING,The Power of the Dog,NA,NA
Nominee,2021,94,DIRECTING,West Side Story,NA,NA
Nominee,2021,94,BEST PICTURE,Belfast,NA,NA
Winner,2021,94,BEST PICTURE,CODA,NA,NA
Nominee,2021,94,BEST PICTURE,Don't Look Up,NA,NA
Nominee,2021,94,BEST PICTURE,Drive My Car,NA,NA
Nominee,2021,94,BEST PICTURE,Dune,NA,NA
Nominee,2021,94,BEST PICTURE,King Richard,NA,NA
Nominee,2021,94,BEST PICTURE,Licorice Pizza,NA,NA
Nominee,2021,94,BEST PICTURE,Nightmare Alley,NA,NA
Nominee,2021,94,BEST PICTURE,The Power of the Dog,NA,NA
Nominee,2021,94,BEST PICTURE,West Side Story,NA,NA
Nominee,2022,95,ACTOR IN A LEADING ROLE,Austin Butler,Elvis,Elvis
Nominee,2022,95,ACTOR IN A LEADING ROLE,Colin Farrell,The Banshees of Inisherin,Pádraic Súilleabháin
Winner,2022,95,ACTOR IN A LEADING ROLE,Brendan Fraser,The Whale,Charlie
Nominee,2022,95,ACTOR IN A LEADING ROLE,Paul Mescal,Aftersun,Calum
Nominee,2022,95,ACTOR IN A LEADING ROLE,Bill Nighy,Living,Williams
Nominee,2022,95,ACTOR IN A SUPPORTING ROLE,Brendan Gleeson,The Banshees of Inisherin,Colm Doherty
Nominee,2022,95,ACTOR IN A SUPPORTING ROLE,Brian Tyree Henry,Causeway,James
Nominee,2022,95,ACTOR IN A SUPPORTING ROLE,Judd Hirsch,The Fabelmans,Uncle Boris
Nominee,2022,95,ACTOR IN A SUPPORTING ROLE,Barry Keoghan,The Banshees of Inisherin,Dominic Kearney
Winner,2022,95,ACTOR IN A SUPPORTING ROLE,Ke Huy Quan,Everything Everywhere All at Once,Waymond Wang
Nominee,2022,95,ACTRESS IN A LEADING ROLE,Cate Blanchett,Tár,Lydia Tár
Nominee,2022,95,ACTRESS IN A LEADING ROLE,Ana de Armas,Blonde,Norma Jeane
Nominee,2022,95,ACTRESS IN A LEADING ROLE,Andrea Riseborough,To Leslie,Leslie
Nominee,2022,95,ACTRESS IN A LEADING ROLE,Michelle Williams,The Fabelmans,Mitzi Fabelman
Winner,2022,95,ACTRESS IN A LEADING ROLE,Michelle Yeoh,Everything Everywhere All at Once,Evelyn Wang
Nominee,2022,95,ACTRESS IN A SUPPORTING ROLE,Angela Bassett,Black Panther: Wakanda Forever,Ramonda
Nominee,2022,95,ACTRESS IN A SUPPORTING ROLE,Hong Chau,The Whale,Liz
Nominee,2022,95,ACTRESS IN A SUPPORTING ROLE,Kerry Condon,The Banshees of Inisherin,Siobhán Súilleabháin
Winner,2022,95,ACTRESS IN A SUPPORTING ROLE,Jamie Lee Curtis,Everything Everywhere All at Once,Deirdre Beaubeirdra
Nominee,2022,95,ACTRESS IN A SUPPORTING ROLE,Stephanie Hsu,Everything Everywhere All at Once,Joy Wang/Jobu Tupaki
Nominee,2022,95,DIRECTING,The Banshees of Inisherin,NA,NA
Winner,2022,95,DIRECTING,Everything Everywhere All at Once,NA,NA
Nominee,2022,95,DIRECTING,The Fabelmans,NA,NA
Nominee,2022,95,DIRECTING,Tár,NA,NA
Nominee,2022,95,DIRECTING,Triangle of Sadness,NA,NA
Nominee,2022,95,BEST PICTURE,All Quiet on the Western Front,NA,NA
Nominee,2022,95,BEST PICTURE,Avatar: The Way of Water,NA,NA
Nominee,2022,95,BEST PICTURE,The Banshees of Inisherin,NA,NA
Nominee,2022,95,BEST PICTURE,Elvis,NA,NA
Winner,2022,95,BEST PICTURE,Everything Everywhere All at Once,NA,NA
Nominee,2022,95,BEST PICTURE,The Fabelmans,NA,NA
Nominee,2022,95,BEST PICTURE,Tár,NA,NA
Nominee,2022,95,BEST PICTURE,Top Gun: Maverick,NA,NA
Nominee,2022,95,BEST PICTURE,Triangle of Sadness,NA,NA
Nominee,2022,95,BEST PICTURE,Women Talking,NA,NA
Nominee,2023,96,ACTOR IN A LEADING ROLE,Bradley Cooper,Maestro,Leonard Bernstein
Nominee,2023,96,ACTOR IN A LEADING ROLE,Colman Domingo,Rustin,Bayard Rustin
Nominee,2023,96,ACTOR IN A LEADING ROLE,Paul Giamatti,The Holdovers,Paul Hunham
Winner,2023,96,ACTOR IN A LEADING ROLE,Cillian Murphy,Oppenheimer,J. Robert Oppenheimer
Nominee,2023,96,ACTOR IN A LEADING ROLE,Jeffrey Wright,American Fiction,Thelonious ‘Monk’ Ellison
Nominee,2023,96,ACTOR IN A SUPPORTING ROLE,Sterling K. Brown,American Fiction,Clifford Ellison
Nominee,2023,96,ACTOR IN A SUPPORTING ROLE,Robert De Niro,Killers of the Flower Moon,William Hale
Winner,2023,96,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Oppenheimer,Lewis Strauss
Nominee,2023,96,ACTOR IN A SUPPORTING ROLE,Ryan Gosling,Barbie,Ken
Nominee,2023,96,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Poor Things,Duncan Wedderburn
Nominee,2023,96,ACTRESS IN A LEADING ROLE,Annette Bening,Nyad,Diana Nyad
Nominee,2023,96,ACTRESS IN A LEADING ROLE,Lily Gladstone,Killers of the Flower Moon,Mollie Burkhart
Nominee,2023,96,ACTRESS IN A LEADING ROLE,Sandra Hüller,Anatomy of a Fall,Sandra
Nominee,2023,96,ACTRESS IN A LEADING ROLE,Carey Mulligan,Maestro,Felicia Montealegre
Winner,2023,96,ACTRESS IN A LEADING ROLE,Emma Stone,Poor Things,Bella Baxter
Nominee,2023,96,ACTRESS IN A SUPPORTING ROLE,Emily Blunt,Oppenheimer,Kitty Oppenheimer
Nominee,2023,96,ACTRESS IN A SUPPORTING ROLE,Danielle Brooks,The Color Purple,Sofia
Nominee,2023,96,ACTRESS IN A SUPPORTING ROLE,America Ferrera,Barbie,Gloria
Nominee,2023,96,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Nyad,Bonnie Stoll
Winner,2023,96,ACTRESS IN A SUPPORTING ROLE,Da'Vine Joy Randolph,The Holdovers,Mary Lamb
Nominee,2023,96,DIRECTING,Anatomy of a Fall,NA,NA
Nominee,2023,96,DIRECTING,Killers of the Flower Moon,NA,NA
Winner,2023,96,DIRECTING,Oppenheimer,NA,NA
Nominee,2023,96,DIRECTING,Poor Things,NA,NA
Nominee,2023,96,DIRECTING,The Zone of Interest,NA,NA
Nominee,2023,96,BEST PICTURE,American Fiction,NA,NA
Nominee,2023,96,BEST PICTURE,Anatomy of a Fall,NA,NA
Nominee,2023,96,BEST PICTURE,Barbie,NA,NA
Nominee,2023,96,BEST PICTURE,The Holdovers,NA,NA
Nominee,2023,96,BEST PICTURE,Killers of the Flower Moon,NA,NA
Nominee,2023,96,BEST PICTURE,Maestro,NA,NA
Winner,2023,96,BEST PICTURE,Oppenheimer,NA,NA
Nominee,2023,96,BEST PICTURE,Past Lives,NA,NA
Nominee,2023,96,BEST PICTURE,Poor Things,NA,NA
Nominee,2023,96,BEST PICTURE,The Zone of Interest,NA,NA
Winner,2024,97,ACTOR IN A LEADING ROLE,Adrien Brody,The Brutalist,László Tóth
Nominee,2024,97,ACTOR IN A LEADING ROLE,Timothée Chalamet,A Complete Unknown,Bob Dylan
Nominee,2024,97,ACTOR IN A LEADING ROLE,Colman Domingo,Sing Sing,Divine G
Nominee,2024,97,ACTOR IN A LEADING ROLE,Ralph Fiennes,Conclave,Lawrence
Nominee,2024,97,ACTOR IN A LEADING ROLE,Sebastian Stan,The Apprentice,Donald Trump
Nominee,2024,97,ACTOR IN A SUPPORTING ROLE,Yura Borisov,Anora,Igor
Winner,2024,97,ACTOR IN A SUPPORTING ROLE,Kieran Culkin,A Real Pain,Benji Kaplan
Nominee,2024,97,ACTOR IN A SUPPORTING ROLE,Edward Norton,A Complete Unknown,Pete Seeger
Nominee,2024,97,ACTOR IN A SUPPORTING ROLE,Guy Pearce,The Brutalist,Harrison Leo Van Buren Sr.
Nominee,2024,97,ACTOR IN A SUPPORTING ROLE,Jeremy Strong,The Apprentice,Roy Cohn
Nominee,2024,97,ACTRESS IN A LEADING ROLE,Cynthia Erivo,Wicked,Elphaba
Nominee,2024,97,ACTRESS IN A LEADING ROLE,Karla Sofía Gascón,Emilia Pérez,Emilia/Manitas
Winner,2024,97,ACTRESS IN A LEADING ROLE,Mikey Madison,Anora,Ani
Nominee,2024,97,ACTRESS IN A LEADING ROLE,Demi Moore,The Substance,Elisabeth Sparkle
Nominee,2024,97,ACTRESS IN A LEADING ROLE,Fernanda Torres,I'm Still Here,Eunice Paiva
Nominee,2024,97,ACTRESS IN A SUPPORTING ROLE,Monica Barbaro,A Complete Unknown,Joan Baez
Nominee,2024,97,ACTRESS IN A SUPPORTING ROLE,Ariana Grande,Wicked,Galinda/Glinda
Nominee,2024,97,ACTRESS IN A SUPPORTING ROLE,Felicity Jones,The Brutalist,Erzébet Tóth
Nominee,2024,97,ACTRESS IN A SUPPORTING ROLE,Isabella Rossellini,Conclave,Sister Agnes
Winner,2024,97,ACTRESS IN A SUPPORTING ROLE,Zoe Saldaña,Emilia Pérez,Rita
Winner,2024,97,DIRECTING,Anora,NA,NA
Nominee,2024,97,DIRECTING,The Brutalist,NA,NA
Nominee,2024,97,DIRECTING,A Complete Unknown,NA,NA
Nominee,2024,97,DIRECTING,Emilia Pérez,NA,NA
Nominee,2024,97,DIRECTING,The Substance,NA,NA
Winner,2024,97,BEST PICTURE,Anora,NA,NA
Nominee,2024,97,BEST PICTURE,The Brutalist,NA,NA
Nominee,2024,97,BEST PICTURE,A Complete Unknown,NA,NA
Nominee,2024,97,BEST PICTURE,Conclave,NA,NA
Nominee,2024,97,BEST PICTURE,Dune: Part Two,NA,NA
Nominee,2024,97,BEST PICTURE,Emilia Pérez,NA,NA
Nominee,2024,97,BEST PICTURE,I'm Still Here,NA,NA
Nominee,2024,97,BEST PICTURE,Nickel Boys,NA,NA
Nominee,2024,97,BEST PICTURE,The Substance,NA,NA
Nominee,2024,97,BEST PICTURE,Wicked,NA,NA
Nominee,1996,69,ACTOR IN A LEADING ROLE,Tom Cruise,Jerry Maguire,Jerry Maguire
Nominee,1996,69,ACTOR IN A LEADING ROLE,Ralph Fiennes,The English Patient,Almasy
Nominee,1996,69,ACTOR IN A LEADING ROLE,Woody Harrelson,The People vs. Larry Flynt,Larry Flynt
Winner,1996,69,ACTOR IN A LEADING ROLE,Geoffrey Rush,Shine,David Helfgott
Nominee,1996,69,ACTOR IN A LEADING ROLE,Billy Bob Thornton,Sling Blade,Karl Childers
Winner,1996,69,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",Jerry Maguire,Rod Tidwell
Nominee,1996,69,ACTOR IN A SUPPORTING ROLE,William H. Macy,Fargo,Jerry Lundegaard
Nominee,1996,69,ACTOR IN A SUPPORTING ROLE,Armin Mueller,Shine,Peter Helfgott
Nominee,1996,69,ACTOR IN A SUPPORTING ROLE,Edward Norton,Primal Fear,Aaron Stampler
Nominee,1996,69,ACTOR IN A SUPPORTING ROLE,James Woods,Ghosts of Mississippi,Byron De La Beckwith
Nominee,1996,69,ACTRESS IN A LEADING ROLE,Brenda Blethyn,Secrets & Lies,Cynthia
Nominee,1996,69,ACTRESS IN A LEADING ROLE,Diane Keaton,Marvin's Room,Bessie
Winner,1996,69,ACTRESS IN A LEADING ROLE,Frances McDormand,Fargo,Marge Gunderson
Nominee,1996,69,ACTRESS IN A LEADING ROLE,Kristin Scott Thomas,The English Patient,Katharine Clifton
Nominee,1996,69,ACTRESS IN A LEADING ROLE,Emily Watson,Breaking the Waves,Bess
Nominee,1996,69,ACTRESS IN A SUPPORTING ROLE,Joan Allen,The Crucible,Elizabeth Proctor
Nominee,1996,69,ACTRESS IN A SUPPORTING ROLE,Lauren Bacall,The Mirror Has Two Faces,Hannah Morgan
Winner,1996,69,ACTRESS IN A SUPPORTING ROLE,Juliette Binoche,The English Patient,Hana
Nominee,1996,69,ACTRESS IN A SUPPORTING ROLE,Barbara Hershey,The Portrait of a Lady,Madame Serena Merle
Nominee,1996,69,ACTRESS IN A SUPPORTING ROLE,Marianne Jean,Secrets & Lies,Hortense
Winner,1996,69,DIRECTING,The English Patient,NA,NA
Nominee,1996,69,DIRECTING,Fargo,NA,NA
Nominee,1996,69,DIRECTING,The People vs. Larry Flynt,NA,NA
Nominee,1996,69,DIRECTING,Secrets & Lies,NA,NA
Nominee,1996,69,DIRECTING,Shine,NA,NA
Winner,1996,69,BEST PICTURE,The English Patient,NA,NA
Nominee,1996,69,BEST PICTURE,Fargo,NA,NA
Nominee,1996,69,BEST PICTURE,Jerry Maguire,NA,NA
Nominee,1996,69,BEST PICTURE,Secrets & Lies,NA,NA
Nominee,1996,69,BEST PICTURE,Shine,NA,NA
Nominee,1997,70,ACTOR IN A LEADING ROLE,Matt Damon,Good Will Hunting,Will Hunting
Nominee,1997,70,ACTOR IN A LEADING ROLE,Robert Duvall,The Apostle,The Apostle E.F.
Nominee,1997,70,ACTOR IN A LEADING ROLE,Peter Fonda,Ulee's Gold,Ulee Jackson
Nominee,1997,70,ACTOR IN A LEADING ROLE,Dustin Hoffman,Wag the Dog,Stanley Motss
Winner,1997,70,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,Melvin Udall
Nominee,1997,70,ACTOR IN A SUPPORTING ROLE,Robert Forster,Jackie Brown,Max Cherry
Nominee,1997,70,ACTOR IN A SUPPORTING ROLE,Anthony Hopkins,Amistad,John Quincy Adams
Nominee,1997,70,ACTOR IN A SUPPORTING ROLE,Greg Kinnear,As Good as It Gets,Simon Bishop
Nominee,1997,70,ACTOR IN A SUPPORTING ROLE,Burt Reynolds,Boogie Nights,Jack Horner
Winner,1997,70,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,Sean McGuire
Nominee,1997,70,ACTRESS IN A LEADING ROLE,Helena Bonham Carter,The Wings of the Dove,Kate Croy
Nominee,1997,70,ACTRESS IN A LEADING ROLE,Julie Christie,Afterglow,Phyllis Mann
Nominee,1997,70,ACTRESS IN A LEADING ROLE,Judi Dench,Mrs. Brown,Queen Victoria
Winner,1997,70,ACTRESS IN A LEADING ROLE,Helen Hunt,As Good as It Gets,Carol Connelly
Nominee,1997,70,ACTRESS IN A LEADING ROLE,Kate Winslet,Titanic,Rose DeWitt Bukater
Winner,1997,70,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,L.A. Confidential,Lynn Bracken
Nominee,1997,70,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,In & Out,Emily Montgomery
Nominee,1997,70,ACTRESS IN A SUPPORTING ROLE,Minnie Driver,Good Will Hunting,Skylar
Nominee,1997,70,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,Boogie Nights,Amber Waves
Nominee,1997,70,ACTRESS IN A SUPPORTING ROLE,Gloria Stuart,Titanic,Old Rose
Nominee,1997,70,DIRECTING,The Full Monty,NA,NA
Nominee,1997,70,DIRECTING,Good Will Hunting,NA,NA
Nominee,1997,70,DIRECTING,L.A. Confidential,NA,NA
Nominee,1997,70,DIRECTING,The Sweet Hereafter,NA,NA
Winner,1997,70,DIRECTING,Titanic,NA,NA
Nominee,1997,70,BEST PICTURE,As Good as It Gets,NA,NA
Nominee,1997,70,BEST PICTURE,The Full Monty,NA,NA
Nominee,1997,70,BEST PICTURE,Good Will Hunting,NA,NA
Nominee,1997,70,BEST PICTURE,L.A. Confidential,NA,NA
Winner,1997,70,BEST PICTURE,Titanic,NA,NA
Winner,1998,71,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,Guido
Nominee,1998,71,ACTOR IN A LEADING ROLE,Tom Hanks,Saving Private Ryan,Captain Miller
Nominee,1998,71,ACTOR IN A LEADING ROLE,Ian McKellen,Gods and Monsters,James Whale
Nominee,1998,71,ACTOR IN A LEADING ROLE,Nick Nolte,Affliction,Wade Whitehouse
Nominee,1998,71,ACTOR IN A LEADING ROLE,Edward Norton,American History X,Derek
Winner,1998,71,ACTOR IN A SUPPORTING ROLE,James Coburn,Affliction,Glen Whitehouse
Nominee,1998,71,ACTOR IN A SUPPORTING ROLE,Robert Duvall,A Civil Action,Jerome Facher
Nominee,1998,71,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Truman Show,Christof
Nominee,1998,71,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,Shakespeare in Love,Philip Henslowe
Nominee,1998,71,ACTOR IN A SUPPORTING ROLE,Billy Bob Thornton,A Simple Plan,Jacob
Nominee,1998,71,ACTRESS IN A LEADING ROLE,Cate Blanchett,Elizabeth,Queen Elizabeth I
Nominee,1998,71,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,Central Station,Dora
Winner,1998,71,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,Shakespeare in Love,Viola De Lesseps
Nominee,1998,71,ACTRESS IN A LEADING ROLE,Meryl Streep,One True Thing,Kate Gulden
Nominee,1998,71,ACTRESS IN A LEADING ROLE,Emily Watson,Hilary and Jackie,Jacqueline du Pré
Nominee,1998,71,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,Primary Colors,Libby
Nominee,1998,71,ACTRESS IN A SUPPORTING ROLE,Brenda Blethyn,Little Voice,Mari
Winner,1998,71,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Shakespeare in Love,Queen Elizabeth I
Nominee,1998,71,ACTRESS IN A SUPPORTING ROLE,Rachel Griffiths,Hilary and Jackie,Hilary du Pré
Nominee,1998,71,ACTRESS IN A SUPPORTING ROLE,Lynn Redgrave,Gods and Monsters,Hanna
Nominee,1998,71,DIRECTING,Life Is Beautiful,NA,NA
Winner,1998,71,DIRECTING,Saving Private Ryan,NA,NA
Nominee,1998,71,DIRECTING,Shakespeare in Love,NA,NA
Nominee,1998,71,DIRECTING,The Thin Red Line,NA,NA
Nominee,1998,71,DIRECTING,The Truman Show,NA,NA
Nominee,1998,71,BEST PICTURE,Elizabeth,NA,NA
Nominee,1998,71,BEST PICTURE,Life Is Beautiful,NA,NA
Nominee,1998,71,BEST PICTURE,Saving Private Ryan,NA,NA
Winner,1998,71,BEST PICTURE,Shakespeare in Love,NA,NA
Nominee,1998,71,BEST PICTURE,The Thin Red Line,NA,NA
Nominee,1999,72,ACTOR IN A LEADING ROLE,Russell Crowe,The Insider,Jeffrey Wigand
Nominee,1999,72,ACTOR IN A LEADING ROLE,Richard Farnsworth,The Straight Story,Alvin Straight
Nominee,1999,72,ACTOR IN A LEADING ROLE,Sean Penn,Sweet and Lowdown,Emmet Ray
Winner,1999,72,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,Lester Burnham
Nominee,1999,72,ACTOR IN A LEADING ROLE,Denzel Washington,The Hurricane,Rubin 'Hurricane' Carter
Winner,1999,72,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,Dr. Wilbur Larch
Nominee,1999,72,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Magnolia,Frank T.J. Mackey
Nominee,1999,72,ACTOR IN A SUPPORTING ROLE,Michael Clarke Duncan,The Green Mile,John Coffey
Nominee,1999,72,ACTOR IN A SUPPORTING ROLE,Jude Law,The Talented Mr. Ripley,Dickie Greenleaf
Nominee,1999,72,ACTOR IN A SUPPORTING ROLE,Haley Joel Osment,The Sixth Sense,Cole Sear
Nominee,1999,72,ACTRESS IN A LEADING ROLE,Annette Bening,American Beauty,Carolyn Burnham
Nominee,1999,72,ACTRESS IN A LEADING ROLE,Janet McTeer,Tumbleweeds,Mary Jo Walker
Nominee,1999,72,ACTRESS IN A LEADING ROLE,Julianne Moore,The End of the Affair,Sarah Miles
Nominee,1999,72,ACTRESS IN A LEADING ROLE,Meryl Streep,Music of the Heart,Roberta Guaspari
Winner,1999,72,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,Brandon Teena/Teena Brandon
Nominee,1999,72,ACTRESS IN A SUPPORTING ROLE,Toni Collette,The Sixth Sense,Lynn Sear
Winner,1999,72,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",Lisa Rowe
Nominee,1999,72,ACTRESS IN A SUPPORTING ROLE,Catherine Keener,Being John Malkovich,Maxine
