tmdb_id,title,director,genres,release_date,budget,Cast 1,Cast 2,Cast 3,Cast 4,Cast 5,Cast 6,Cast 7,Cast 8,Cast 9,Cast 10,Cast 11,Cast 12,Cast 13,Cast 14,Cast 15
50014,The Help,Tate Taylor,Drama,2011-08-09,25000000,Emma Stone,Viola Davis,Bryce Dallas Howard,Octavia Spencer,Jessica Chastain,Ahna O'Reilly,Allison Janney,Anna Camp,Eleanor Henry,Emma Henry,Chris Lowell,Cicely Tyson,Mike Vogel,Sissy Spacek,Brian Kerwin
840430,The Holdovers,Alexander Payne,"Comedy, Drama",2023-10-27,13000000,Paul Giamatti,Dominic Sessa,Da'Vine Joy Randolph,Carrie Preston,Brady Hepner,Ian Dolley,Jim Kaplan,Michael Provost,Andrew Garman,Naheem Garcia,Stephen Thorne,Gillian Vigman,Tate Donovan,Darby Lee-Stack,Bill Mootos
205596,The Imitation Game,Morten Tyldum,"History, Drama, Thriller, War",2014-11-14,14000000,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech,Matthew Beard,Charles Dance,Mark Strong,James Northcote,Tom Goodman-Hill,Steven Waddington,Ilan Goodman,Jack Tarlton,Alex Lawther,Jack Bannon
80278,The Impossible,J. A. Bayona,"Drama, Thriller, History",2012-09-09,45000000,Naomi Watts,Ewan McGregor,Tom Holland,Samuel Joslin,Oaklee Pendergast,Marta Etura,Sönke Möhring,Geraldine Chaplin,Ploy Jindachote,Jomjaoi Sae-Limh,Johan Sundberg,Jan Roland Sundberg,La-Orng Thongruang,Tor Klathaley,Douglas Johansson
398978,The Irishman,Martin Scorsese,"Crime, Drama, History",2019-11-01,159000000,Robert De Niro,Al Pacino,Joe Pesci,Harvey Keitel,Ray Romano,Bobby Cannavale,Anna Paquin,Stephen Graham,Stephanie Kurtzuba,Jack Huston,Kathrine Narducci,Jesse Plemons,Domenick Lombardozzi,Paul Herman,Gary Basaraba
71688,The Iron Lady,Phyllida Lloyd,"History, Drama",2011-12-26,13000000,Meryl Streep,Jim Broadbent,Olivia Colman,Roger Allam,Susan Brown,Nick Dunning,Nicholas Farrell,Iain Glen,Richard E. Grant,Anthony Stewart Head,Harry Lloyd,Michael Maloney,Michael Pennington,Alexandra Roach,Amanda Root
205587,The Judge,David Dobkin,Drama,2014-10-08,40000000,Robert Downey Jr. Robert Duvall,Vera Farmiga,Vincent D'Onofrio,Jeremy Strong,Dax Shepard,Billy Bob Thornton,Leighton Meester,Ken Howard,Emma Tremblay,Balthazar Getty,David Krumholtz,Grace Zabriskie,Denis O'Hare,Sarah Lancaster,
39781,The Kids Are All Right,Lisa Cholodenko,"Comedy, Drama",2010-07-09,3500000,Julianne Moore,Annette Bening,Mark Ruffalo,Mia Wasikowska,Josh Hutcherson,Yaya DaCosta,Kunal Sharma,Eddie Hassell,Zosia Mamet,Joaquín Garrido,Rebecca Lawrence Levy,Lisa Eisner,Eric Eisner,Sasha Spielberg,James MacDonald
45269,The King's Speech,Tom Hooper,"Drama, History",2010-11-26,15000000,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Guy Pearce,Timothy Spall,Michael Gambon,Jennifer Ehle,Derek Jacobi,Freya Wilson,Ramona Marquez,Richard Dixon,Robert Portal,Eve Best,Paul Trussell,Adrian Scarborough
554230,The Lost Daughter,Maggie Gyllenhaal,Drama,2021-12-15,5000000,Olivia Colman,Jessie Buckley,Dakota Johnson,Ed Harris,Paul Mescal,Peter Sarsgaard,Dagmara Dominczyk,Jack Farthing,Alba Rohrwacher,Oliver Jackson-Cohen,Panos Koronis,Robyn Elwell,Ellie Mae Blake,Alexandros Mylonas,Nikos Poursanidis
286217,The Martian,Ridley Scott,"Science Fiction, Drama, Adventure",2015-09-30,108000000,Matt Damon,Jessica Chastain,Kristen Wiig,Jeff Daniels,Michael Peña,Sean Bean,Kate Mara,Sebastian Stan,Aksel Hennie,Chiwetel Ejiofor,Benedict Wong,Mackenzie Davis,Donald Glover,Nick Mohammed,Chen Shu
68722,The Master,Paul Thomas Anderson,Drama,2012-09-14,32000000,Joaquin Phoenix,Philip Seymour Hoffman,Amy Adams,Rami Malek,Laura Dern,Jesse Plemons,Ambyr Childers,Madisen Beaty,Kevin J. O'Connor,Patty McCormack,Lena Endre,Barbara Brownell,Amy Ferguson,Jennifer Neala Page,Christopher Evan Welch
446354,The Post,Steven Spielberg,"Drama, History",2017-12-22,50000000,Meryl Streep,Tom Hanks,Sarah Paulson,Bob Odenkirk,Tracy Letts,Bradley Whitford,Bruce Greenwood,Matthew Rhys,Alison Brie,Carrie Coon,Jesse Plemons,David Cross,Zach Woods,Pat Healy,John Rue
600583,The Power of the Dog,Jane Campion,"Drama, Western",2021-10-25,0,Benedict Cumberbatch,Kodi Smit-McPhee,Kirsten Dunst,Jesse Plemons,Thomasin McKenzie,Geneviève Lemon,Keith Carradine,Frances Conroy,Kenneth Radley,Sean Keenan,George Mason,Ramontay McConnell,David Denis,Cohen Holloway,Max Mata
281957,The Revenant,Alejandro González Iñárritu,"Western, Drama, Adventure",2015-12-25,135000000,Leonardo DiCaprio,Tom Hardy,Domhnall Gleeson,Will Poulter,Forrest Goodluck,Duane Howard,Arthur Redcloud,Melaw Nakehk'o,Grace Dove,Lukas Haas,Paul Anderson,Kristoffer Joner,Joshua Burge,Fabrice Adde,Christopher Rosamond
113947,The Sessions,Ben Lewin,"Drama, Romance, Comedy",2012-05-02,1000000,John Hawkes,Helen Hunt,William H. Macy,Moon Bloodgood,Annika Marks,Adam Arkin,Rhea Perlman,W. Earl Brown,Robin Weigert,Blake Lindsley,Ming Lo,Rusty Schwimmer,Jennifer Kumiyama,Tobias Forrest,Jarrod Bailey
399055,The Shape of Water,Guillermo del Toro,"Drama, Fantasy, Romance",2017-12-01,19500000,Sally Hawkins,Michael Shannon,Richard Jenkins,Octavia Spencer,Michael Stuhlbarg,Doug Jones,David Hewlett,Nick Searcy,Stewart Arnott,Nigel Bennett,Lauren Lee Smith,Martin Roach,Allegra Fulton,John Kapelos,Morgan Kelly
37799,The Social Network,David Fincher,Drama,2010-10-01,40000000,Jesse Eisenberg,Andrew Garfield,Armie Hammer,Josh Pence,Justin Timberlake,Max Minghella,Brenda Song,Rashida Jones,John Getz,David Selby,Denise Grayson,Douglas Urbanski,Rooney Mara,Bryan Barter,Dustin Fitzsimons
933260,The Substance,Coralie Fargeat,"Horror, Science Fiction",2024-09-07,17500000,Demi Moore,Margaret Qualley,Dennis Quaid,Edward Hamilton-Clark,Gore Abrams,Oscar Lesage,Christian Erickson,Robin Greer,Tom Morton,Hugo Diego Garcia,Daniel Knight,Jonathon Carley,Jiselle Henderkott,Akil Wingate,Vincent Colombe
266856,The Theory of Everything,James Marsh,"Drama, Romance",2014-11-07,15000000,Eddie Redmayne,Felicity Jones,Charlie Cox,Emily Watson,Simon McBurney,David Thewlis,Maxine Peake,Harry Lloyd,Tom Prior,Sophie Perry,Finlay Wright-Stephens,Alice Orr-Ewing,Thomas Morrison,Michael Marcus,Gruffudd Glyn
23168,The Town,Ben Affleck,"Crime, Drama, Thriller",2010-09-15,37000000,Ben Affleck,Jeremy Renner,Rebecca Hall,Jon Hamm,Blake Lively,George Carroll,Pete Postlethwaite,Owen Burke,Titus Welliver,Chris Cooper,Dennis McLaughlin,Corena Chase,Brian Scannell,Kerri Dunbar,Tony V.
591538,The Tragedy of Macbeth,Joel Coen,Drama,2021-12-05,0,Denzel Washington,Frances McDormand,Alex Hassell,Bertie Carvel,Brendan Gleeson,Corey Hawkins,Harry Melling,Miles Anderson,Kathryn Hunter,Matt Helm,Moses Ingram,Scott Subiono,Brian Thompson,Lucas Barker,Stephen Root
8967,The Tree of Life,Terrence Malick,"Drama, Fantasy",2011-05-17,32000000,Brad Pitt,Jessica Chastain,Hunter McCracken,Sean Penn,Fiona Shaw,Tye Sheridan,Laramie Eppler,Will Wallace,Nicolas Gonda,Jessica Fuselier,Kelly Koonce,Bryce Boudoin,Jimmy Donaldson,Kameron Vaughn,Cole Cockburn
556984,The Trial of the Chicago 7,Aaron Sorkin,"Drama, History",2020-09-25,35000000,Eddie Redmayne,Sacha Baron Cohen,Mark Rylance,Joseph Gordon-Levitt,Frank Langella,Jeremy Strong,John Carroll Lynch,Yahya Abdul-Mateen II,Alex Sharp,Noah Robbins,Danny Flaherty,Ben Shenkman,Michael Keaton,Kelvin Harrison Jr. Caitlin FitzGerald,
551332,The Two Popes,Fernando Meirelles,"Drama, History",2019-11-27,0,Jonathan Pryce,Anthony Hopkins,Juan Minujín,Luis Gnecco,Cristina Banegas,María Ucedo,Renato Scarpa,Sidney Cole,Achille Brugnini,Federico Torre,Germán de Silva,Lisandro Fiks,Libero De Rienzo,Willie Jonah,Vincent Riotta
566076,The United States vs. Billie Holiday,Lee Daniels,"Music, Drama, History",2021-03-31,0,Andra Day,Trevante Rhodes,Garrett Hedlund,Leslie Jordan,Miss Lawrence,Adriane Lenox,Natasha Lyonne,Rob Morgan,Da'Vine Joy Randolph,Evan Ross,Tyler James Williams,Tone Bell,Blake DeLong,Dana Gourrier,Melvin Gregg
785084,The Whale,Darren Aronofsky,Drama,2022-12-09,3000000,Brendan Fraser,Sadie Sink,Ty Simpkins,Hong Chau,Samantha Morton,Sathya Sridharan,Jacey Sink,Allison Altman,Lance Oppenheim,Grace Perkins,Wilhelm Schalaudek,,,,
340613,The Wife,Björn Runge,Drama,2017-08-17,7000000,Glenn Close,Jonathan Pryce,Christian Slater,Max Irons,Harry Lloyd,Annie Starke,Elizabeth McGovern,Johan Widerberg,Karin Franz Körlof,Richard Cordery,Jan Mybrand,Anna Azcárate,Peter Forbes,Fredric Gildea,Jane Garioni
106646,The Wolf of Wall Street,Martin Scorsese,"Crime, Drama, Comedy",2013-12-25,100000000,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey,Kyle Chandler,Rob Reiner,Jon Bernthal,Jon Favreau,Jean Dujardin,Joanna Lumley,Cristin Milioti,Christine Ebersole,Shea Whigham,Katarina Čas,P.J. Byrne
467244,The Zone of Interest,Jonathan Glazer,"Drama, History",2023-12-15,15000000,Christian Friedel,Sandra Hüller,Johann Karthaus,Luis Noah Witte,Nele Ahrensmeier,Lilli Falk,Anastazja Drobniak,Cecylia Pekala,Kalman Wilson,Medusa Knopf,Maximilian Beck,Andrey Isaev,Julia Babiarz,Stephanie Petrowitz,Martyna Poznanski
359940,"Three Billboards Outside Ebbing, Missouri",Martin McDonagh,"Crime, Drama",2017-12-01,15000000,Frances McDormand,Woody Harrelson,Sam Rockwell,Abbie Cornish,Lucas Hedges,Željko Ivanek,Caleb Landry Jones,Clarke Peters,Samara Weaving,John Hawkes,Peter Dinklage,Kerry Condon,Darrell Britt-Gibson,Kathryn Newton,Brendan Sexton III
537116,"tick, tick... BOOM!",Lin-Manuel Miranda,"Drama, Music",2021-11-11,0,Andrew Garfield,Alexandra Shipp,Robin de Jesús,Michaela Jaé Rodriguez,Ben Levi Ross,Jonathan Marc Sherman,Vanessa Hudgens,Joshua Henry,Bradley Whitford,Judith Light,Laura Benanti,Danielle Ferland,Micaela Diamond,Utkarsh Ambudkar,Gizel Jiménez
823147,To Leslie,Michael Morris,Drama,2022-10-07,0,Andrea Riseborough,Marc Maron,Andre Royo,Owen Teague,Allison Janney,Stephen Root,James Landry Hébert,Matt Lauria,Catfish Jean,Drew Youngblood,Tom Virtue,Lauren Letherer,Sewell Whitney,Pramod Kumar,Blake Robbins
361743,Top Gun: Maverick,Joseph Kosinski,"Action, Drama",2022-05-21,170000000,Tom Cruise,Val Kilmer,Miles Teller,Jennifer Connelly,Bashir Salahuddin,Jon Hamm,Charles Parnell,Monica Barbaro,Lewis Pullman,Jay Ellis,Danny Ramirez,Glen Powell,Jack Schumacher,Manny Jacinto,Kara Wang
10193,Toy Story 3,Lee Unkrich,"Animation, Family, Comedy",2010-06-16,200000000,Tom Hanks,Tim Allen,Joan Cusack,Don Rickles,Wallace Shawn,John Ratzenberger,Estelle Harris,Blake Clark,Jeff Pidgeon,Ned Beatty,Michael Keaton,Jodi Benson,John Morris,Emily Hahn,Timothy Dalton
497828,Triangle of Sadness,Ruben Östlund,"Comedy, Drama",2022-09-18,15600000,Harris Dickinson,Charlbi Dean,Dolly de Leon,Woody Harrelson,Zlatko Burić,Vicki Berlin,Henrik Dorsin,Iris Berben,Jean-Christophe Folly,Amanda Walker,Oliver Ford Davies,Sunnyi Melles,Thobias Thorwid,Jiannis Moustos,Timoleon Gketsos
44264,True Grit,"Ethan Coen, Joel Coen","Drama, Adventure, Western",2010-12-22,38000000,Jeff Bridges,Hailee Steinfeld,Matt Damon,Josh Brolin,Barry Pepper,Dakin Matthews,Jarlath Conroy,Paul Rae,Domhnall Gleeson,Elizabeth Marvel,Roy Lee Jones,Ed Corbin,Leon Russom,Bruce Green,Candyce Hinkle
294016,Trumbo,Jay Roach,Drama,2015-10-27,15000000,Bryan Cranston,Adewale Akinnuoye-Agbaje,Louis C.K.,David James Elliott,Elle Fanning,John Goodman,Diane Lane,Michael Stuhlbarg,Alan Tudyk,Helen Mirren,Dan Bakkedahl,Roger Bart,Christian Berkel,Peter MacKenzie,Dean O'Gorman
221902,"Two Days, One Night","Jean-Pierre Dardenne, Luc Dardenne",Drama,2014-05-21,7000000,Marion Cotillard,Fabrizio Rongione,Catherine Salée,Pili Groyne,Baptiste Sornin,Simon Caudry,Lara Persain,Alain Eloy,Myriem Akheddiou,Fabienne Sciascia,Anette Niro,Rania Mellouli,Christelle Delbrouck,Timur Magomedgadzhiev,Hassaba Halabi
429197,Vice,Adam McKay,"Drama, Comedy",2018-12-25,60000000,Christian Bale,Amy Adams,Steve Carell,Sam Rockwell,Alison Pill,Eddie Marsan,Justin Kirk,LisaGay Hamilton,Jesse Plemons,Bill Camp,Don McManus,Lily Rabe,Shea Whigham,Stephen Adly Guirgis,Tyler Perry
57212,War Horse,Steven Spielberg,"War, History, Adventure",2011-12-25,66000000,Jeremy Irvine,Peter Mullan,Emily Watson,Niels Arestrup,David Thewlis,Tom Hiddleston,Benedict Cumberbatch,Celine Buckens,Toby Kebbell,Patrick Kennedy,Leonard Carow,David Kross,Matt Milne,Robert Emms,Eddie Marsan
59440,Warrior,Gavin O'Connor,"Drama, Action",2011-09-09,25000000,Joel Edgerton,Tom Hardy,Nick Nolte,Jennifer Morrison,Frank Grillo,Kevin Dunn,Maximiliano Hernández,Bryan Callen,Sam Sheridan,Fernando Chien,Jake McLaughlin,Vanessa Martinez,Denzel Whitaker,Carlos Miranda,Nick Lehane
511809,West Side Story,Steven Spielberg,"Drama, Romance, Crime",2021-12-08,100000000,Ansel Elgort,Rachel Zegler,Ariana DeBose,David Alvarez,Mike Faist,Brian d'Arcy James,Corey Stoll,Rita Moreno,Josh Rivera,Ana Isabelle,Ilda Mason,iris menas,Julius Anthony Rubio,Tanairi Sade Vazquez,David Aviles Morales
244786,Whiplash,Damien Chazelle,"Drama, Music, Thriller",2014-10-10,3300000,Miles Teller,J.K. Simmons,Paul Reiser,Melissa Benoist,Austin Stowell,Nate Lang,Chris Mulkey,Damon Gupton,Suanne Spoke,Max Kasch,Charlie Ian,Jayson Blair,Kofi Siriboe,Kavita Patil,C.J. Vana
402431,Wicked,Jon M. Chu,"Drama, Romance, Fantasy",2024-10-16,150000000,Cynthia Erivo,Ariana Grande,Michelle Yeoh,Jonathan Bailey,Ethan Slater,Marissa Bode,Jeff Goldblum,Peter Dinklage,Andy Nyman,Courtney-Mae Briggs,Bowen Yang,Bronwyn James,Aaron Teoh,Shaun Prendergast,Keala Settle
228970,Wild,Jean-Marc Vallée,Drama,2014-12-05,15000000,Reese Witherspoon,Laura Dern,Keene McRae,Gaby Hoffmann,Michiel Huisman,Kevin Rankin,Cliff DeYoung,Thomas Sadoski,Randy Schulman,W. Earl Brown,Brian Van Holt,Mo McRae,Will Cuddy,Leigh Parker,Nick Eversman
39013,Winter's Bone,Debra Granik,"Drama, Mystery",2010-06-11,2000000,Jennifer Lawrence,John Hawkes,Kevin Breznahan,Dale Dickey,Garret Dillahunt,Sheryl Lee,Shelley Waggener,Isaiah Stone,Lauren Sweetser,Ashlee Thompson,Valerie Richards,Cinnamon Schultz,Casey MacLaren,Tate Taylor,Ronnie Hall
777245,Women Talking,Sarah Polley,Drama,2022-12-23,20000000,Rooney Mara,Claire Foy,Jessie Buckley,Judith Ivey,Ben Whishaw,Sheila McCarthy,Kate Hallett,Michelle McLeod,Liv McNeil,August Winter,Frances McDormand,Emily Mitchell,Kira Guloien,Shayla Brown,Eli Ham
97630,Zero Dark Thirty,Kathryn Bigelow,"Thriller, Drama",2012-12-19,40000000,Jessica Chastain,Jason Clarke,Kyle Chandler,Jennifer Ehle,Mark Strong,Joel Edgerton,Chris Pratt,Edgar Ramírez,Mark Duplass,Scott Adkins,Harold Perrineau,Jeremy Strong,Reda Kateb,Ricky Sekhon,J.J. Kandel
470,21 Grams,Alejandro González Iñárritu,"Drama, Crime, Thriller",2003-09-06,20000000,Sean Penn,Naomi Watts,Benicio del Toro,Charlotte Gainsbourg,Danny Huston,Melissa Leo,Clea DuVall,Carly Nahon,Claire Pakis,Nick Nichols,John Rubinstein,Eddie Marsan,Loyd Keith Salter,Antef A. Harris,Marc Musso
453,A Beautiful Mind,Ron Howard,"Drama, Romance",2001-12-14,58000000,Russell Crowe,Jennifer Connelly,Ed Harris,Paul Bettany,Christopher Plummer,Adam Goldberg,Josh Lucas,Anthony Rapp,Jason Gray-Stanford,Judd Hirsch,Austin Pendleton,Vivien Cardone,Jillie Simon,Victor Steinbach,Tanya Clarke
9422,A Civil Action,Steven Zaillian,Drama,1998-12-25,70000000,John Travolta,Robert Duvall,Tony Shalhoub,William H. Macy,Željko Ivanek,Bruce Norris,John Lithgow,Kathleen Quinlan,Peter Jacobson,Mary Mara,James Gandolfini,Stephen Fry,Denise Dowse,Dan Hedaya,David Thornton
59,A History of Violence,David Cronenberg,"Drama, Thriller, Crime",2005-09-23,32000000,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,Ashton Holmes,Peter MacNeill,Stephen McHattie,Greg Bryk,Kyle Schmid,Sumela Kay,Gerry Quigley,Deborah Drakeford,Heidi Hayes,Aidan Devine,Bill MacDonald
12573,A Serious Man,"Ethan Coen, Joel Coen","Comedy, Drama",2009-10-02,7000000,Michael Stuhlbarg,Richard Kind,Fred Melamed,Sari Lennick,Aaron Wolff,Jessica McManus,Peter Breitmayer,Brent Braunschweig,David Kang,Benjamin Portnoe,Jack Swiler,Andrew S. Lentz,Jon Kaminski Jr. Ari Hoptman,Alan Mandell,
10223,A Simple Plan,Sam Raimi,"Crime, Drama, Thriller",1998-12-11,17000000,Billy Bob Thornton,Bill Paxton,Bridget Fonda,Brent Briscoe,Jack Walsh,Chelcie Ross,Becky Ann Baker,Gary Cole,Bob Davis,Peter Syvertsen,Tom Carey,John Paxton,Marie Mathay,Paul Magers,Joan Steffend
34653,A Single Man,Tom Ford,"Drama, Romance",2009-12-11,7000000,Colin Firth,Julianne Moore,Nicholas Hoult,Matthew Goode,Jon Kortajarena,Paulette Lamori,Ryan Simpkins,Ginnifer Goodwin,Teddy Sears,Paul Butler,Aaron Sanders,Aline Weber,Keri Lynn Pratt,Jenna Gavigan,Alicia Carr
2755,About Schmidt,Alexander Payne,"Drama, Comedy",2002-12-12,30000000,Jack Nicholson,Kathy Bates,Hope Davis,Dermot Mulroney,June Squibb,Howard Hesseman,Harry Groener,Connie Ray,Len Cariou,Mark Venhuizen,Cheryl Hamada,Phil Reeves,Matt Winston,James M. Connor,Jill Anderson
2757,Adaptation.,Spike Jonze,"Comedy, Crime, Drama",2002-12-06,19000000,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,Jay Tavare,Litefoot,Roger Willie,Jim Beaver,Cara Seymour,Doug Jones,Gary Farmer,Peter Jason,Gregory Itzin,Curtis Hanson,Agnes NaDene Baddoo
31662,Affliction,Paul Schrader,"Crime, Drama, Mystery, Thriller",1998-02-12,6000000,Nick Nolte,Sissy Spacek,James Coburn,Willem Dafoe,Mary Beth Hurt,Jim True-Frost,Marian Seldes,Holmes Osborne,Brigid Tierney,Sean McCann,Wayne Robson,Eugene Lipinski,Tim Post,Christopher Heyerdahl,Janine Theriault
26941,Afterglow,Alan Rudolph,"Drama, Romance",1997-12-26,0,Nick Nolte,Julie Christie,Lara Flynn Boyle,Jonny Lee Miller,Jay Underwood,Genevieve Bissonnette,Domini Blythe,Yves Corbeil,Michèle-Barbara Pelletier,France Castel,Claudia Besso,Alan Fawcett,Ivan Smith,Ellen David,Don Jordan
8489,Ali,Michael Mann,Drama,2001-12-10,107000000,Will Smith,Jamie Foxx,Jon Voight,Mario Van Peebles,Ron Silver,Jeffrey Wright,Mykelti Williamson,Jada Pinkett Smith,Nona Gaye,Michael Michele,Joe Morton,Paul Rodríguez,Bruce McGill,Barry Shabaka Henley,Giancarlo Esposito
786,Almost Famous,Cameron Crowe,"Drama, Music",2000-09-15,60000000,Billy Crudup,Frances McDormand,Kate Hudson,Jason Lee,Patrick Fugit,Zooey Deschanel,Michael Angarano,Anna Paquin,Fairuza Balk,Noah Taylor,John Fedevich,Mark Kozelek,Philip Seymour Hoffman,Liz Stauber,Jimmy Fallon
14,American Beauty,Sam Mendes,Drama,1999-09-15,15000000,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,Mena Suvari,Peter Gallagher,Allison Janney,Chris Cooper,Scott Bakula,Sam Robards,Barry Del Sherman,Ara Celi,John Cho,Hal Fort Atkinson,Sue Casey
4982,American Gangster,Ridley Scott,"Drama, Crime",2007-11-02,100000000,Denzel Washington,Russell Crowe,Josh Brolin,Chiwetel Ejiofor,Cuba Gooding Jr. Lymari Nadal,Ted Levine,Armand Assante,John Ortiz,John Hawkes,RZA,Yul Vazquez,Ruby Dee,Idris Elba,Carla Gugino,
73,American History X,Tony Kaye,Drama,1998-07-01,20000000,Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,Ethan Suplee,Fairuza Balk,Avery Brooks,Elliott Gould,Stacy Keach,William Russ,Guy Torry,Joe Cortese,Jason Bose Smith,Antonio David Lyons,Alex Sol
11831,Amistad,Steven Spielberg,"Drama, History, Mystery",1997-12-10,36000000,Morgan Freeman,Nigel Hawthorne,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey,David Paymer,Pete Postlethwaite,Stellan Skarsgård,Razaaq Adoti,Abu Bakaar Fofanah,Anna Paquin,Tomas Milian,Chiwetel Ejiofor,Derrick N. Ashong,Geno Silva
24684,An Education,Lone Scherfig,"Drama, Romance",2009-10-29,7500000,Carey Mulligan,Peter Sarsgaard,Dominic Cooper,Rosamund Pike,Olivia Williams,Alfred Molina,Cara Seymour,Sally Hawkins,Emma Thompson,James Norton,Amanda Fairbank-Hynes,William Melling,Connor Catchpole,Matthew Beard,Ellie Kendrick
2898,As Good as It Gets,James L. Brooks,"Drama, Comedy, Romance",1997-12-19,50000000,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr. Shirley Knight,Jesse James,Yeardley Smith,Lupe Ontiveros,Skeet Ulrich,Harold Ramis,Lawrence Kasdan,Bibi Osterwald,Ross Bleckner,Bernadette Balagtas,Jaffe Cohen,
4347,Atonement,Joe Wright,"Drama, Romance",2007-02-27,30000000,James McAvoy,Keira Knightley,Saoirse Ronan,Romola Garai,Vanessa Redgrave,Brenda Blethyn,Juno Temple,Benedict Cumberbatch,Harriet Walter,Alfie Allen,Jérémie Renier,Anthony Minghella,Tobias Menzies,Peter Wight,Gina McKee
19995,Avatar,James Cameron,"Action, Adventure, Science Fiction",2009-12-16,237000000,Sam Worthington,Zoe Saldaña,Sigourney Weaver,Stephen Lang,Michelle Rodriguez,Giovanni Ribisi,Joel David Moore,CCH Pounder,Wes Studi,Laz Alonso,Dileep Rao,Matt Gerald,Sean Anthony Moran,Jason Whyte,Scott Lawrence
1919,Away from Her,Sarah Polley,"Drama, Romance",2007-05-04,3000000,Gordon Pinsent,Julie Christie,Michael Murphy,Olympia Dukakis,Kristen Thomson,Wendy Crewson,Alberta Watson,Thomas Hauff,Deanna Dezmari,Nina Dobrev,Grace Lynn Kung,Melanie Merkosky,Andrew Moodie,Clare Coulter,Stacey LaBerge
1164,Babel,Alejandro González Iñárritu,Drama,2006-10-26,25000000,Brad Pitt,Rinko Kikuchi,Adriana Barraza,Cate Blanchett,Satoshi Nikaido,Said Tarchani,Boubker Ait El Caid,Gael García Bernal,Nathan Gamble,Elle Fanning,Mohamed Akhzam,Yuko Murata,Koji Yakusho,Mustapha Rachidi,Abdelkader Bara
5001,Before Night Falls,Julian Schnabel,Drama,2000-09-03,0,Javier Bardem,Olivier Martinez,Johnny Depp,Andrea Di Stefano,Santiago Magill,John Ortiz,Héctor Babenco,Francisco Gattorno,Marisol Padilla Sánchez,Michael Wincott,Sean Penn,Najwa Nimri,Diego Luna,Diahnne Abbott,Jerzy Skolimowski
492,Being John Malkovich,Spike Jonze,"Comedy, Drama, Fantasy",1999-10-29,13000000,John Cusack,Cameron Diaz,John Malkovich,Catherine Keener,Orson Bean,Mary Kay Place,W. Earl Brown,Carlos Jacott,Willie Garson,Byrne Piven,Gregory Sporleder,Charlie Sheen,Reggie Hayes,K.K. Dodds,Judith Wetzell
18701,Being Julia,István Szabó,"Comedy, Drama, Romance",2004-09-03,18000000,Annette Bening,Jeremy Irons,Miriam Margolyes,Bruce Greenwood,Michael Gambon,Leigh Lawson,Shaun Evans,Juliet Stevenson,Max Irons,Michael Culkin,Tom Sturridge,Sheila McCarthy,Lucy Punch,Teresa Churcher,Rosemary Harris
71,Billy Elliot,Stephen Daldry,"Drama, Comedy, Music",2000-09-28,5000000,Jamie Bell,Gary Lewis,Julie Walters,Jean Heywood,Jamie Draven,Stuart Wells,Mike Elliot,Billy Fane,Nicola Blackwell,Carol McGuigan,Joe Renton,Colin MacLachlan,Janine Birkett,Trevor Fox,Charlie Hardwick
855,Black Hawk Down,Ridley Scott,"Action, War, History",2001-12-28,92000000,Josh Hartnett,Eric Bana,Ewan McGregor,Tom Sizemore,William Fichtner,Sam Shepard,Jason Isaacs,Ewen Bremner,Orlando Bloom,Tom Hardy,Charlie Hofheimer,Hugh Dancy,Tom Guiry,Brian Van Holt,Steven Ford
1372,Blood Diamond,Edward Zwick,"Drama, Thriller, Action",2006-12-08,100000000,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers,Arnold Vosloo,Antony Coleman,Benu Mabhena,Anointing Lukola,David Harewood,Basil Wallace,Jimi Mistry,Michael Sheen,Marius Weyers,Stephen Collins,Ntare Guma Mbaho Mwine
4995,Boogie Nights,Paul Thomas Anderson,Drama,1997-10-07,15000000,Mark Wahlberg,Burt Reynolds,Julianne Moore,John C. Reilly,Heather Graham,Don Cheadle,Philip Seymour Hoffman,William H. Macy,Thomas Jane,Luis Guzmán,Melora Walters,Robert Ridgely,Ricky Jay,Nicole Ari Parker,Alfred Molina
226,Boys Don't Cry,Kimberly Peirce,"Crime, Drama",1999-09-02,2000000,Hilary Swank,Chloë Sevigny,Peter Sarsgaard,Brendan Sexton III Alicia Goranson,Alison Folland,Jeannetta Arnette,Rob Campbell,Matt McGrath,Cheyenne Rushing,Lou Perryman,Paige Carl Griggs,Jerry Haynes,Shana McClendon,Libby Villari,
145,Breaking the Waves,Lars von Trier,"Drama, Romance",1996-07-05,7500000,Emily Watson,Stellan Skarsgård,Katrin Cartlidge,Jean-Marc Barr,Adrian Rawlins,Jonathan Hackett,Sandra Voe,Udo Kier,Mikkel Gaup,Roef Ragas,Robert Robertson,Phil McCall,Desmond Reilly,Sarah Gudgeon,Finlay Welsh
